"shapeid","STATEFP","CD114FP","AFFGEOID","GEOID","LSAD","CDSESSN","ALAND","AWATER"
"313.156","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.157","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.158","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.159","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.160","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.161","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.162","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.163","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.164","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.165","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.166","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.167","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.168","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.169","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.170","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.171","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.172","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.173","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.174","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.175","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.176","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.177","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.178","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.179","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.180","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.181","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.182","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.183","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.184","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.185","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.186","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.187","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.188","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.189","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.190","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.191","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.192","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.193","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.194","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.195","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.196","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.197","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.198","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.199","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.200","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.201","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.202","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.203","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.204","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.205","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.206","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.207","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.208","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.209","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.210","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.211","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.212","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.213","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.214","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.215","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.216","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.217","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.218","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.219","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.220","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.221","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.222","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.223","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.224","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.225","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.226","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.227","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.228","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.229","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.230","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.231","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.232","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.233","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.234","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.235","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.236","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.237","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.238","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.239","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.240","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.241","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.242","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.243","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.244","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.245","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.246","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.247","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.248","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.249","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.250","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.251","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.252","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.253","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.254","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.255","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.256","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.257","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.258","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.259","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.260","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.261","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.262","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.263","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.264","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.265","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.266","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.267","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.268","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.269","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.270","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.271","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.272","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.273","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.274","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.275","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.276","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.277","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.278","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.279","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.280","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.281","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.282","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.283","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.284","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.285","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.286","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.287","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.288","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.289","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.290","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.291","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.292","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.293","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.294","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.295","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.296","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.297","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.298","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.299","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.300","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.301","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.302","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.303","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.304","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.305","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.306","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.307","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.308","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.309","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.310","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.311","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.312","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.313","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.314","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.315","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.316","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.317","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.318","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.319","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.320","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.321","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.322","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.323","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.324","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.325","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.326","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.327","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.328","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.329","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.330","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.331","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.332","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.333","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.334","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.335","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.336","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.337","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.338","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.339","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.340","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.341","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.342","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.343","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.344","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.345","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.346","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.347","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.348","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.349","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.350","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.351","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.352","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.353","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.354","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.355","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.356","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.357","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.358","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.359","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.360","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.361","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.362","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.363","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.364","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.365","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.366","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.367","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.368","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.369","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.370","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.371","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.372","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.373","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.374","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.375","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.376","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.377","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.378","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.379","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.380","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.381","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.382","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.383","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.384","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.385","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.386","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.387","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.388","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.389","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.390","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.391","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.392","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.393","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.394","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.395","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.396","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.397","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.398","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.399","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.400","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.401","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.402","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.403","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.404","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.405","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.406","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.407","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.408","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.409","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.410","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.411","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.412","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.413","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.414","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.415","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.416","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.417","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.418","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.419","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.420","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.421","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.422","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.423","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.424","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.425","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.426","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.427","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.428","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.429","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.430","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.431","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.432","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.433","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.434","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.435","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.436","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.437","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.438","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.439","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.440","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.441","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.442","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.443","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.444","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.445","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.446","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.447","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.448","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.449","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.450","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.451","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.452","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.453","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.454","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.455","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.456","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.457","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.458","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.459","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.460","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.461","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.462","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.463","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.464","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.465","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.466","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.467","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.468","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.469","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.470","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.471","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.472","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.473","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.474","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.475","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.476","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.477","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.478","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.479","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.480","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.481","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.482","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.483","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.484","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.485","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.486","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.487","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.488","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.489","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.490","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.491","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.492","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.493","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.494","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.495","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.496","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.497","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.498","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.499","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.500","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.501","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.502","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.503","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.504","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.505","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.506","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.507","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.508","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.509","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.510","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.511","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.512","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.513","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.514","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.515","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.516","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.517","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.518","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.519","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.520","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.521","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.522","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.523","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.524","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.525","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.526","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.527","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.528","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.529","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.530","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.531","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.532","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.533","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.534","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.535","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.536","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.537","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.538","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.539","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.540","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.541","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
"313.542","02","00","5001400US0200","0200","C1","114","1477946338495","245391672906"
