"shapeid","STATEFP","CD114FP","AFFGEOID","GEOID","LSAD","CDSESSN","ALAND","AWATER"
"393","29","05","5001400US2905","2905","C2","114","6281339584","89724655"
"394","40","04","5001400US4004","4004","C2","114","25323181645","407769657"
"395","24","04","5001400US2404","2404","C2","114","771344292","48249870"
"396","24","07","5001400US2407","2407","C2","114","1264536007","14751870"
"397","39","01","5001400US3901","3901","C2","114","1779250489","26627555"
"398","39","10","5001400US3910","3910","C2","114","2926088188","15298289"
"399","39","05","5001400US3905","3905","C2","114","14572482294","72238678"
"400","20","04","5001400US2004","2004","C2","114","37076641119","188668258"
"401","33","02","5001400US3302","3302","C2","114","16806881512","400677019"
"402.0","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.1","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.2","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.3","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.4","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.5","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.6","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.7","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.8","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.9","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.10","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.11","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.12","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.13","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.14","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.15","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.16","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.17","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.18","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.19","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.20","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"402.20.ring1","55","07","5001400US5507","5507","C2","114","59666388405","7706029593"
"403.0","55","08","5001400US5508","5508","C2","114","17628788869","8181086532"
"403.1","55","08","5001400US5508","5508","C2","114","17628788869","8181086532"
"403.2","55","08","5001400US5508","5508","C2","114","17628788869","8181086532"
"403.3","55","08","5001400US5508","5508","C2","114","17628788869","8181086532"
"403.4","55","08","5001400US5508","5508","C2","114","17628788869","8181086532"
"403.5","55","08","5001400US5508","5508","C2","114","17628788869","8181086532"
"403.6","55","08","5001400US5508","5508","C2","114","17628788869","8181086532"
"404","38","00","5001400US3800","3800","C1","114","178711991307","4398999691"
"405.0","66","98","5001400US6698","6698","C4","114","543558314","934345914"
"405.1","66","98","5001400US6698","6698","C4","114","543558314","934345914"
"405.2","66","98","5001400US6698","6698","C4","114","543558314","934345914"
"406.0","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.1","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.2","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.3","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.4","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.5","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.6","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.7","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.8","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.9","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.10","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.11","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.12","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.13","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.14","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.15","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.16","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.17","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.18","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.19","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.20","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"406.21","78","98","5001400US7898","7898","C4","114","347962916","1550265400"
"407.0","09","04","5001400US0904","0904","C2","114","1193371808","214388570"
"407.1","09","04","5001400US0904","0904","C2","114","1193371808","214388570"
"407.2","09","04","5001400US0904","0904","C2","114","1193371808","214388570"
"407.3","09","04","5001400US0904","0904","C2","114","1193371808","214388570"
"407.4","09","04","5001400US0904","0904","C2","114","1193371808","214388570"
"407.5","09","04","5001400US0904","0904","C2","114","1193371808","214388570"
"407.6","09","04","5001400US0904","0904","C2","114","1193371808","214388570"
"408.0","36","27","5001400US3627","3627","C2","114","10290370344","3222844351"
"408.1","36","27","5001400US3627","3627","C2","114","10290370344","3222844351"
"409.0","45","01","5001400US4501","4501","C2","114","4009015627","2197030776"
"409.1","45","01","5001400US4501","4501","C2","114","4009015627","2197030776"
"409.2","45","01","5001400US4501","4501","C2","114","4009015627","2197030776"
"409.3","45","01","5001400US4501","4501","C2","114","4009015627","2197030776"
"409.4","45","01","5001400US4501","4501","C2","114","4009015627","2197030776"
"410","30","00","5001400US3000","3000","C1","114","376964776680","3868193267"
"411","18","03","5001400US1803","1803","C2","114","10826767442","135312883"
"412","01","03","5001400US0103","0103","C2","114","19538947327","470563663"
"413.0","48","36","5001400US4836","4836","C2","114","18456322847","1241890366"
"413.1","48","36","5001400US4836","4836","C2","114","18456322847","1241890366"
"413.2","48","36","5001400US4836","4836","C2","114","18456322847","1241890366"
"413.3","48","36","5001400US4836","4836","C2","114","18456322847","1241890366"
"413.4","48","36","5001400US4836","4836","C2","114","18456322847","1241890366"
"414","50","00","5001400US5000","5000","C1","114","23872224593","1034382802"
"415","22","04","5001400US2204","2204","C2","114","32209264435","1107931303"
"416","48","05","5001400US4805","4805","C2","114","13064428483","494102314"
"417","36","12","5001400US3612","3612","C2","114","38311108","7282926"
"418","55","01","5001400US5501","5501","C2","114","4475418306","2524257850"
"419","05","02","5001400US0502","0502","C2","114","12894843907","303337813"
"420","06","01","5001400US0601","0601","C2","114","72745820349","1947859056"
"421","15","01","5001400US1501","1501","C2","114","541433186","456670649"
"422.0","25","06","5001400US2506","2506","C2","114","1364317936","864176425"
"422.1","25","06","5001400US2506","2506","C2","114","1364317936","864176425"
"422.2","25","06","5001400US2506","2506","C2","114","1364317936","864176425"
"422.3","25","06","5001400US2506","2506","C2","114","1364317936","864176425"
"422.4","25","06","5001400US2506","2506","C2","114","1364317936","864176425"
"422.5","25","06","5001400US2506","2506","C2","114","1364317936","864176425"
"422.6","25","06","5001400US2506","2506","C2","114","1364317936","864176425"
"422.7","25","06","5001400US2506","2506","C2","114","1364317936","864176425"
"422.8","25","06","5001400US2506","2506","C2","114","1364317936","864176425"
"422.9","25","06","5001400US2506","2506","C2","114","1364317936","864176425"
"423","26","09","5001400US2609","2609","C2","114","475658444","13179295"
"424","36","09","5001400US3609","3609","C2","114","40267196","502409"
"425","08","06","5001400US0806","0806","C2","114","1227588153","22111653"
"426","24","03","5001400US2403","2403","C2","114","788547078","252321735"
"427","06","06","5001400US0606","0606","C2","114","453510665","11103487"
"428","29","04","5001400US2904","2904","C2","114","37311563597","745100676"
"429","42","06","5001400US4206","4206","C2","114","2228751201","29628414"
"430.0","53","07","5001400US5307","5307","C2","114","373037824","340660751"
"430.1","53","07","5001400US5307","5307","C2","114","373037824","340660751"
"431","01","07","5001400US0107","0107","C2","114","26304093951","330576867"
"432","42","12","5001400US4212","4212","C2","114","5602307611","59304564"
"433","25","02","5001400US2502","2502","C2","114","4216564942","221665872"
"434","55","05","5001400US5505","5505","C2","114","4897055602","165097243"
"435","47","07","5001400US4707","4707","C2","114","23725054173","416736965"
"436.0","28","04","5001400US2804","2804","C2","114","20835103731","2217384456"
"436.1","28","04","5001400US2804","2804","C2","114","20835103731","2217384456"
"436.2","28","04","5001400US2804","2804","C2","114","20835103731","2217384456"
"436.3","28","04","5001400US2804","2804","C2","114","20835103731","2217384456"
"436.4","28","04","5001400US2804","2804","C2","114","20835103731","2217384456"
"436.5","28","04","5001400US2804","2804","C2","114","20835103731","2217384456"
"436.6","28","04","5001400US2804","2804","C2","114","20835103731","2217384456"
"436.7","28","04","5001400US2804","2804","C2","114","20835103731","2217384456"
"437","39","06","5001400US3906","3906","C2","114","18686415337","202098705"
"438","06","22","5001400US0622","0622","C2","114","3017827354","9715410"
"439.0","48","08","5001400US4808","4808","C2","114","15680137801","412776273"
"439.1","48","08","5001400US4808","4808","C2","114","15680137801","412776273"
"440","48","30","5001400US4830","4830","C2","114","922873505","32981424"
